alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,test极_type,unit,value,value_max,value_min,极process_step
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,hydrided and reorientated,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",Zr-2.5Nb,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,These values agree with the J_IC for cold-worked Zr-2.5Nb material obtained by Simpson and Clark [8] and Davies and Stearns [11],judgement,,text,,J_IC,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
Zr-2.5Nb,"{'Zr': {'value': 97.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}, 'Nb': {'value': 2.5, 'unit': 'wt%', 'raw': 'Zr-2.5Nb'}}",,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,cold-worked,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,"J_IC and J_max are shown in Fig. 9 as a function of CT specimen width, where J_max is the J-integral value evaluated at the maximum load by Eq 4 for tests at room temperature",judgement,,Fig. 9,,"J_IC, J_max",,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,compact tension test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Fig. 9,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk4,,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"As-Received, 8-7-4()-5, 17, 4(), 20.25, 6.40, 826, , , 78.4, 0.76, 1.09, 0.95",measurement,,table,,fracture stress,MPa,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,fracture toughness,,MPa,826,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"As-Received, 8-7-4()-5, 17, 4(), 20.25, 6.40, 826, , , 78.4, 0.76, 1.09, 0.95",measurement,,table,,K,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,fracture toughness,,MPa√m,78.4,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"As-Received, 8-7-4()-5, 17, 4(), 20.25, 极6.40, 826, , , 78.4, 0.76, 1.09, 0.95",measurement,,table,,K/K.*e,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,fracture toughness,,,0.76,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,"As-Received, 8-7-4()-5, 17, 4(), 20.25, 6.40, 826, , , 78.4, 0.极76, 1.09, 0.95",measurement,,table,,/0.2,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,fracture toughness,,1.09,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,table,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk5,As-Received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,hardening,the mean value of the three K_C values obtained from the burst tests at room temperature of the as-received material,mean,,Table 3,,fracture toughness,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,burst test,,MPa√m,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-极1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",b3a971c3695c,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Table 3,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,as-received,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,K_C decreased monotonically with increased hydrogen concentration in the pressure tube burst tests at room temperature using hydrided and unreorientated materials,trend,,Text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,burst test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,K_C maintained a constant value of about 20 MPa√m when hydrogen concentration was higher than 300 ppm,constant,,Text,,fracture toughness,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,burst test,,MPa√m,20,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,hydrided and unreorientated,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,hardening,K_C decreased rapidly with hydrogen concentration in the region where the concentration was less than 100 ppm,trend,,Text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,burst test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,elastoplastic_model,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, '极time_h': None, 'atmosphere': None}",5edd8cbba25b,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,K_C slowly decreased with increased concentration in the region where hydrogen concentration was higher than 100 ppm,trend,,Text,,fracture toughness,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,burst test,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,hardening,K_C value seemed to converge to almost the same value of 20 MPa√m for the unreorientated material,convergence,,Text,,fracture toughness,MPa√m,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,burst test,,MPa√m,20,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
,{},,"{'temp_C': 20, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",663efc054e85,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,Text,,,,STP1132-EB-Zirconium in the Nuclear Industry_9th Volume_009_chunk6,radial hydrided,,,,,,,
