alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,process_step,process极,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极,极_type
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 2064, 'atmosphere': None}",5dec82363900,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,autoclave corrosion test,mg/dm²,433,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,48,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 3240, 'atmosphere': None}",5bcf2bf3fd34,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,autoclave corrosion test,mg/dm²,74,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 4584, 'atmosphere': None}",480cb8b30435,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,56,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'ledge': None, 'time_h': 4584, 'atmosphere': None}",0289337df047,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,autoclave corrosion test,mg/dm²,94,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,62,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
